,Розничный Прайс-лист от 04/05/2006,,
,3405,Ресницы Enigma L0.07*10,"155,000"
,3406,Ресницы Enigma L0.07*11,"155,000"
,3407,Ресницы Enigma L0.07*12,"155,000"
,3408,Ресницы Enigma L0.07*13,"155,000"
,3409,Ресницы Enigma L0.07*14,"155,000"
,3410,Ресницы Enigma L0.07*7,"155,000"
,3411,Ресницы Enigma L0.07*7-14,"155,000"
,3412,Ресницы Enigma L0.07*8,"155,000"
,3413,Ресницы Enigma L0.07*9,"155,000"
,3414,Ресницы Enigma L0.10*10,"185,000"
,3415,Ресницы Enigma L0.10*10 (6 линий),"85,000"
,3416,Ресницы Enigma L0.10*11,"185,000"
,3417,Ресницы Enigma L0.10*11 (6 линий),"85,000"
,3418,Ресницы Enigma L0.10*12,"185,000"
,3419,Ресницы Enigma L0.10*13,"155,000"
,3420,Ресницы Enigma L0.10*14,"155,000"
,3421,Ресницы Enigma L0.10*7,"155,000"
,3422,Ресницы Enigma L0.10*7-14,"155,000"
,3423,Ресницы Enigma L0.10*8,"185,000"
,3424,Ресницы Enigma L0.10*8 (6 линий),"85,000"
,3425,Ресницы Enigma L0.10*9,"185,000"
,3426,Ресницы Enigma L0.10*9 (6 линий),"85,000"
,3427,Ресницы Enigma M0.07*10,"185,000"
,3428,Ресницы Enigma M0.07*11,"185,000"
,3429,Ресницы Enigma M0.07*12,"185,000"
,3430,Ресницы Enigma M0.07*13,"185,000"
,3431,Ресницы Enigma M0.07*14,"185,000"
,3432,Ресницы Enigma M0.07*7,"185,000"
,3433,Ресницы Enigma M0.07*7-14,"185,000"
,3434,Ресницы Enigma M0.07*8,"185,000"
,3435,Ресницы Enigma M0.07*8 (6 линий),"85,000"
,3436,Ресницы Enigma M0.07*9,"185,000"
,3437,Ресницы Enigma M0.10*10,"185,000"
,3438,Ресницы Enigma M0.10*11,"185,000"
,3439,Ресницы Enigma M0.10*12,"185,000"
,3440,Ресницы Enigma M0.10*13,"185,000"
,3441,Ресницы Enigma M0.10*14,"185,000"
,3442,Ресницы Enigma M0.10*6-13,"185,000"
,3443,Ресницы Enigma M0.10*7,"185,000"
,3444,Ресницы Enigma M0.10*7-14,"185,000"
,3445,Ресницы Enigma M0.10*8,"185,000"
,3446,Ресницы Enigma M0.10*9,"185,000"
,3447, Ресницы BARABARA A 0.07*5-11,"155,000"
,3448, Ресницы BARABARA A 0.10*5-11,"155,000"
,3449, Ресницы BARABARA B 0.07*4-11,"115,000"
,3450, Ресницы BARABARA B 0.10*4-11,"115,000"
,3451, Ресницы BARABARA C 0.05*7-12,"125,000"
,3452, Ресницы BARABARA C 0.05*7-15,"125,000"
,3453, Ресницы BARABARA C 0.06*7-12,"125,000"
,3454, Ресницы BARABARA C 0.07*5-11,"115,000"
,3455, Ресницы BARABARA C 0.07*7-12,"115,000"
,3456, Ресницы BARABARA C 0.07*7-15,"115,000"
,3457, Ресницы BARABARA C 0.085*7-12,"115,000"
,3458, Ресницы BARABARA C 0.085*7-15,"115,000"
,3459, Ресницы BARABARA C 0.10*5-11,"115,000"
,3460, Ресницы BARABARA C 0.10*7-12,"115,000"
,3461, Ресницы BARABARA C 0.10*7-15,"115,000"
,3462, Ресницы BARABARA C 0.15*7-15,"115,000"
,3463, Ресницы BARABARA C+ 0.07*7-12,"115,000"
,3464, Ресницы BARABARA C+ 0.07*7-15,"115,000"
,3465, Ресницы BARABARA C+ 0.085*7-12,"115,000"
,3466, Ресницы BARABARA C+ 0.10*7-12,"115,000"
,3467, Ресницы BARABARA C+ 0.10*7-15,"115,000"
,3468, Ресницы BARABARA D 0.07*7-12,"115,000"
,3469, Ресницы BARABARA D 0.07*7-15,"115,000"
,3470, Ресницы BARABARA D 0.085*7-12,"115,000"
,3471, Ресницы BARABARA D 0.085*7-15,"115,000"
,3472, Ресницы BARABARA D 0.10*7-12,"115,000"
,3473, Ресницы BARABARA D 0.10*7-15,"115,000"
,3474, Ресницы BARABARA D+ 0.05*7-12,"125,000"
,3475, Ресницы BARABARA D+ 0.06*7-15,"125,000"
,3476,Ресницы LASHY Ultra чёрные MIX B 0.07*6-13,"80,000"
,3477,Ресницы LASHY Ultra чёрные MIX B 0.10*6-13,"80,000"
,3478,Ресницы LASHY Ultra чёрные MIX C 0.07*6-13,"80,000"
,3479,Ресницы LASHY Ultra чёрные MIX C 0.07*8-15,"80,000"
,3480,Ресницы LASHY Ultra чёрные MIX C 0.10*6-13,"80,000"
,3481,Ресницы LASHY Ultra чёрные MIX C 0.10*8-15,"80,000"
,3482,Ресницы LASHY Ultra чёрные MIX D 0.07*6-13,"80,000"
,3483,Ресницы LASHY Ultra чёрные MIX D 0.07*8-15,"80,000"
,3484,Ресницы LASHY Ultra чёрные MIX D 0.10*6-13,"80,000"
,3485,Ресницы LASHY Ultra чёрные MIX D 0.10*8-15,"80,000"
,3486,(13736)Ресницы MNR C 0.07*7-12,"115,000"
,3487,(13743)Ресницы MNR C 0.07*8-15,"115,000"
,3488,(13737)Ресницы MNR C 0.10*7-12,"115,000"
,3489,(13742)Ресницы MNR C 0.10*8-15,"115,000"
,3490,(13739)Ресницы MNR CC  0.07*7-12,"115,000"
,3491,(13744)Ресницы MNR CC  0.07*8-15,"115,000"
,3492,(14839)Ресницы MNR CC  0.07*9-12,"115,000"
,3493,(13738)Ресницы MNR CC  0.10*7-12,"115,000"
,3494,(13745)Ресницы MNR CC  0.10*8-15,"115,000"
,3495,(14840)Ресницы MNR CC  0.10*9-12,"115,000"
,3496,(13740)Ресницы MNR D  0.07*7-12,"115,000"
,3497,(13746)Ресницы MNR D  0.07*8-15,"115,000"
,3498,(13741)Ресницы MNR D  0.10*7-12,"115,000"
,3499,(13747)Ресницы MNR D  0.10*8-15,"115,000"
,3500,(14378)Ресницы MNR MIX  L0.07*8-15,"115,000"
,3501,(14379)Ресницы MNR MIX  L0.10*8-15,"115,000"
,3502,(15418)Ресницы Rili черные  Mix B 0.07*5-20,"65,000"
,3503,(15595)Ресницы Rili черные  Mix B 0.07*5-7,"65,000"
,3504,(15419)Ресницы Rili черные  Mix B 0.07*6-13,"65,000"
,3505,(16745)Ресницы Rili черные  MIX B 0.07*8-15,"65,000"
,3506,(15420)Ресницы Rili черные  Mix B 0.10*5-20,"65,000"
,3507,(15421)Ресницы Rili черные  Mix B 0.10*5-7,"65,000"
,3508,(15422)Ресницы Rili черные  Mix B 0.10*6-13,"65,000"
,3509,(16188)Ресницы Rili черные  Mix B 0.10*8-15,"65,000"
,3510,(15936)Ресницы Rili черные  Mix C 0.07*5-20,"65,000"
,3511,(15173)Ресницы Rili черные  Mix C 0.07*5-7,"65,000"
,3512,(14996)Ресницы Rili черные  Mix C 0.07*6-13,"65,000"
,3513,(14997)Ресницы Rili черные  Mix C 0.07*8-15,"65,000"
,3514,(15174)Ресницы Rili черные  Mix C 0.10*5-7,"65,000"
,3515,(14998)Ресницы Rili черные  Mix C 0.10*6-13,"65,000"
,3516,(14999)Ресницы Rili черные  Mix C 0.10*8-15,"65,000"
,3517,"(15375)Ресницы Rili черные  Mix C+ 0,07*6-13","65,000"
,3518,"(15376)Ресницы Rili черные  Mix C+ 0,07*8-15","65,000"
,3519,"(15377)Ресницы Rili черные  Mix C+ 0,10*6-13","65,000"
,3520,(15374)Ресницы Rili черные  Mix C+ 0.10 8-15,"65,000"
,3521,(15378)Ресницы Rili черные  Mix CC 0.07*6-13,"65,000"
,3522,(15379)Ресницы Rili черные  Mix CC 0.07*8-15,"65,000"
,3523,(15380)Ресницы Rili черные  Mix CC 0.10*6-13,"65,000"
,3524,(15837)Ресницы Rili черные  Mix CC 0.10*8-15,"65,000"
,3525,(15175)Ресницы Rili черные  Mix D 0.07*16-20,"65,000"
,3526,(15596)Ресницы Rili черные  Mix D 0.07*5-7,"65,000"
,3527,(15131)Ресницы Rili черные  Mix D 0.07*6-13,"65,000"
,3528,(15132)Ресницы Rili черные  Mix D 0.07*8-15,"65,000"
,3529,(15176)Ресницы Rili черные  Mix D 0.10*16-20,"65,000"
,3530,(15597)Ресницы Rili черные  Mix D 0.10*5-7,"65,000"
,3531,(15000)Ресницы Rili черные  Mix D 0.10*6-13,"65,000"
,3532,(15001)Ресницы Rili черные  Mix D 0.10*8-15,"65,000"
,3533,Ресницы Avital  Mix C 0.10*7-13mm (20 лент),"95,000"
,3534,Ресницы Avital  Mix D 0.07*7-13mm (20 лент),"95,000"
,3535,Ресницы Avital  Mix D 0.10*7-13mm (20 лент),"95,000"
,3536,Ресницы Avital  Mixl C 0.07*7-13mm (20 лент),"95,000"
,3537,"Ресницы Лавли Серия Deluxe Mix C 0,085  (7-12mm)","130,000"
,3538,"Ресницы Лавли Серия Deluxe Mix C 0,085  (8-15mm)","130,000"
,3539,"Ресницы Лавли Серия Deluxe Mix C 0,15 (7-12mm)","130,000"
,3540,"Ресницы Лавли Серия Deluxe Mix C 0,15 (8-15mm)","130,000"
,3541,Ресницы Лавли Серия Deluxe Mix C 0.07 (7-12mm),"130,000"
,3542,Ресницы Лавли Серия Deluxe Mix C 0.07 (8-15mm),"130,000"
,3543,Ресницы Лавли Серия Deluxe Mix C 0.10 (7-12mm),"130,000"
,3544,Ресницы Лавли Серия Deluxe Mix C 0.10 (8-15mm),"130,000"
,3545,Ресницы Лавли Серия Deluxe Mix CC 0.07 (8-15mm),"130,000"
,3546,Ресницы Лавли Серия Deluxe Mix CC 0.10 (8-15mm),"130,000"
,3547,Ресницы Лавли Серия Deluxe Mix D 0.07 (7-12mm),"130,000"
,3548,Ресницы Лавли Серия Deluxe Mix D 0.07 (8-15mm),"130,000"
,3549,Ресницы Лавли Серия Deluxe Mix D 0.085*7-12mm,"130,000"
,3550,Ресницы Лавли серия Deluxe Mix D 0.085*8-15mm,"130,000"
,3551,Ресницы Лавли Серия Deluxe Mix D 0.10 (7-12mm),"130,000"
,3552,Ресницы Лавли Серия Deluxe Mix D 0.10 (8-15mm),"130,000"
,3553,Ресницы Лавли Серия Silicon Mix B 0.05 (7-12mm),"95,000"
,3554,Ресницы Лавли Серия Silicon Mix B 0.07 (5-8mm),"95,000"
,3555,Ресницы Лавли Серия Silicon Mix B 0.07 (7-12mm),"95,000"
,3556,Ресницы Лавли Серия Silicon Mix B 0.07 (8-15mm),"95,000"
,3557,Ресницы Лавли Серия Silicon Mix B 0.10 (5-8mm),"95,000"
,3558,Ресницы Лавли Серия Silicon Mix B 0.10 (7-12mm),"95,000"
,3559,Ресницы Лавли Серия Silicon Mix B 0.10 (8-15mm),"95,000"
,3560,Ресницы Лавли серия Silicon Mix C 0.05 (7-12mm),"95,000"
,3561,Ресницы Лавли серия Silicon Mix C 0.06 (7-12mm),"95,000"
,3562,Ресницы Лавли Серия Silicon Mix C 0.06 (8-15mm),"95,000"
,3563,Ресницы Лавли Серия Silicon MIX C 0.07  (5-8)mm,"95,000"
,3564,Ресницы Лавли Серия Silicon Mix C 0.07 (15-18mm),"95,000"
,3565,Ресницы Лавли Серия Silicon Mix C 0.07 (7-12mm),"95,000"
,3566,Ресницы Лавли Серия Silicon Mix C 0.07 (8-15mm),"95,000"
,3567,Ресницы Лавли Серия Silicon Mix C 0.10 (15-18mm),"95,000"
,3568,Ресницы Лавли Серия Silicon Mix C 0.10 (5-8mm),"95,000"
,3569,Ресницы Лавли Серия Silicon Mix C 0.10 (7-12mm),"95,000"
,3570,Ресницы Лавли Серия Silicon Mix C 0.10 (8-15mm),"95,000"
,3571,Ресницы Лавли Серия Silicon Mix C+ 0.07 (15-18mm),"95,000"
,3572,Ресницы Лавли Серия Silicon Mix C+ 0.07 (5-8mm),"95,000"
,3573,Ресницы Лавли Серия Silicon Mix C+ 0.07 (7-12mm),"95,000"
,3574,Ресницы Лавли Серия Silicon Mix C+ 0.07 (8-15mm),"95,000"
,3575,Ресницы Лавли Серия Silicon Mix C+ 0.10 (15-18mm),"95,000"
,3576,Ресницы Лавли Серия Silicon Mix C+ 0.10 (7-12mm),"95,000"
,3577,Ресницы Лавли Серия Silicon Mix C+ 0.10 (8-15mm),"95,000"
,3578,Ресницы Лавли Серия Silicon Mix CC 0.07 15-18mm,"95,000"
,3579,Ресницы Лавли Серия Silicon Mix CC 0.07 7-12mm,"95,000"
,3580,Ресницы Лавли Серия Silicon Mix CC 0.07 8-15mm,"95,000"
,3581,Ресницы Лавли Серия Silicon Mix CC 0.10 15-18mm,"95,000"
,3582,Ресницы Лавли Серия Silicon Mix CC 0.10 7-12mm,"95,000"
,3583,Ресницы Лавли Серия Silicon Mix CC 0.10 8-15mm,"95,000"
,3584,Ресницы Лавли Серия Silicon Mix D 0.05 (7-12mm),"95,000"
,3585,Ресницы Лавли Серия Silicon Mix D 0.05 (8-15mm),"145,000"
,3586,Ресницы Лавли Серия Silicon Mix D 0.06 (7-12mm),"95,000"
,3587,Ресницы Лавли Серия Silicon Mix D 0.06 (8-15mm),"95,000"
,3588,Ресницы Лавли Серия Silicon Mix D 0.07 (15-18mm),"95,000"
,3589,Ресницы Лавли Серия Silicon Mix D 0.07 (5-8mm),"95,000"
,3590,Ресницы Лавли Серия Silicon Mix D 0.07 (7-12mm),"95,000"
,3591,Ресницы Лавли Серия Silicon Mix D 0.07 (8-15mm),"95,000"
,3592,Ресницы Лавли Серия Silicon Mix D 0.10 (15-18mm),"95,000"
,3593,Ресницы Лавли Серия Silicon Mix D 0.10 (5-8mm),"95,000"
,3594,Ресницы Лавли Серия Silicon Mix D 0.10 (7-12mm),"95,000"
,3595,Ресницы Лавли Серия Silicon Mix D 0.10 (8-15mm),"95,000"
,3596,(10905)Ресницы Dlux Professional(SILK) DLS18  B 0.07*6-15,"120,000"
,3597,(10906)Ресницы Dlux Professional(SILK) DLS18  B 0.10*6-15,"120,000"
,3598,(10884)Ресницы Dlux Professional(SILK) DLS18  C 0.07*6-15,"125,000"
,3599,(10885)Ресницы Dlux Professional(SILK) DLS18  C 0.085*6-15,"125,000"
,3600,(10886)Ресницы Dlux Professional(SILK) DLS18  C 0.10*6-15,"125,000"
,3601,(10889)Ресницы Dlux Professional(SILK) DLS18  CC 0.07*6-15,"125,000"
,3602,(10890)Ресницы Dlux Professional(SILK) DLS18  CC 0.085*6-15,"125,000"
,3603,(10891)Ресницы Dlux Professional(SILK) DLS18  CC 0.10*6-15,"125,000"
,3604,(10894)Ресницы Dlux Professional(SILK) DLS18  D 0.07*6-15,"125,000"
,3605,(10895)Ресницы Dlux Professional(SILK) DLS18  D 0.085*6-15,"125,000"
,3606,(10896)Ресницы Dlux Professional(SILK) DLS18  D 0.10*6-15,"125,000"
,3607,(12813)Ресницы Dlux Professional(SILK) DLS18  DD 0.07*6-15,"120,000"
,3608,(14503)Ресницы Dlux Professional(SILK) DLS18  J 0.07*6-15,"125,000"
,3609,(14504)Ресницы Dlux Professional(SILK) DLS18  J 0.10*6-15,"125,000"
,3610,(12244)Ресницы Dlux Professional(SILK) DLS18  LB 0.07*6-15,"120,000"
,3611,(12243)Ресницы Dlux Professional(SILK) DLS18  LB 0.10*6-15,"120,000"
,3612,(10901)Ресницы Dlux Professional(SILK) DLS18  LC 0.07*6-15,"120,000"
,3613,(10902)Ресницы Dlux Professional(SILK) DLS18  LC 0.10*6-15,"120,000"
,3614,(14505)Ресницы Dlux Professional(SILK) DLS18  LW 0.07*7-13,"130,000"
,3615,(14506)Ресницы Dlux Professional(SILK) DLS18  LW 0.10*7-13,"130,000"
,3616,(14507)Ресницы Dlux Professional(SILK) DLS18  M 0.07*7-13,"130,000"
,3617,(14508)Ресницы Dlux Professional(SILK) DLS18  M0.10*7-13,"130,000"
,3618,Ресницы i-Beauty(20 лент)  C 0.05*7-12,"110,000"
,3619,Ресницы i-Beauty(20 лент)  C 0.07*10-13,"110,000"
,3620,Ресницы i-Beauty(20 лент)  C 0.07*7-12,"110,000"
,3621,Ресницы i-Beauty(20 лент)  C 0.07*7-13,"110,000"
,3622,Ресницы i-Beauty(20 лент)  C 0.07*8-15,"110,000"
,3623,Ресницы i-Beauty(20 лент)  C 0.07*9-12,"110,000"
,3624,Ресницы i-Beauty(20 лент)  C 0.10*10-13,"110,000"
,3625,Ресницы i-Beauty(20 лент)  C 0.10*7-12,"110,000"
,3626,Ресницы i-Beauty(20 лент)  C 0.10*7-13,"110,000"
,3627,Ресницы i-Beauty(20 лент)  C 0.10*9-12,"110,000"
,3628,Ресницы i-Beauty(20 лент)  C 0.12*7-12,"110,000"
,3629,Ресницы i-Beauty(20 лент)  CC 0.05*7-12,"110,000"
,3630,Ресницы i-Beauty(20 лент)  CC 0.07*10-13,"110,000"
,3631,Ресницы i-Beauty(20 лент)  CC 0.07*11-13,"110,000"
,3632,Ресницы i-Beauty(20 лент)  CC 0.07*15-20,"110,000"
,3633,Ресницы i-Beauty(20 лент)  CC 0.07*7-13,"110,000"
,3634,Ресницы i-Beauty(20 лент)  CC 0.07*8-15,"110,000"
,3635,Ресницы i-Beauty(20 лент)  CC 0.07*9-12,"110,000"
,3636,Ресницы i-Beauty(20 лент)  CC 0.085*7-13,"110,000"
